MAIN_ID,IDS,Z_VALUE,FLUX_B,FLUX_V,SCRIPT_NUMBER_ID
Fermi bn170222209,GRB 170222A|Fermi bn170222209,,,,0
2B 920330,2B 920330|3B 920330|4B 920330|Trigger  1526,,,,0
GRB 130913A,GRB 130913A,,,,0
Fermi bn150707124,Fermi bn150707124,,,,0
GRB 060204C,GRB 060204C,,,,0
GRB 190530A,GRB 190530A|AT 2019gdw|MASTER OT J080207.73+352847.7,,,,0
GRB 220617B,GRB 220617B,,,,0
3B 940605,3B 940605|4B 940605|Trigger  3016|[STK2001] 09508a,,,,0
Fermi bn100923844,GRB 100923A|Fermi bn100923844,,,,0
4B 960205,4B 960205|Trigger  4745|[STK2001] 10118b,,,,0
GRB 090515,GRB 090515,0.4030000,,,0
[STK2001] 11182c,[STK2001] 11182c,,,,0
GRB 190504A,GRB 190504A,,,,0
[STK2001] 10375a,[STK2001] 10375a,,,,0
GRB 050202,GRB 050202,,,,0
[STK2001] 10970b,[STK2001] 10970b,,,,0
4B 941226,4B 941226|Trigger  3328,,,,0
[STK2001] 09856d,[STK2001] 09856d,,,,0
[KLK2001] 930307.54,[KLK2001] 930307.54,,,,0
GRB 900929,GRB 900929|PhebusB 900929|WATCH 900929,,,,0
3B 940127,3B 940127|4B 940127|Trigger  2787|[STK2001] 09379a,,,,0
GRB 780921A,GRB 780921A|KONUS 21.09.78a|[ABH87]  4,,,,0
2B 920803B,2B 920803B|3B 920803B|4B 920803B|Trigger  1736|[STK2001] 08837a,,,,0
GRB 111020A,GRB 111020A,,,,0
GRB 971121,GRB 971121|Trigger  6489|[STK2001] 10773c,,,,0
[KLK2001] 940409.09,[KLK2001] 940409.09,,,,0
4B 931228,4B 931228|3B 931228|Trigger  2713,,,,0
Fermi bn090928646,GRB 090928A|Fermi bn090928646,,,,0
GRB 040403,GRB 040403,,,,0
GRB 041116,GRB 041116,,,,0
GRB 201012A,GRB 201012A,,,,0
GRB 710421,GRB 710421,,,,0
[KLK2001] 931229.36,[KLK2001] 931229.36,,,,0
[KLK2001] 940727.47,[KLK2001] 940727.47,,,,0
GRB 200530A,GRB 200530A,,,,0
Fermi bn091231206,GRB 091231|Fermi bn091231206|GRB 091231A,,,,0
[STK2001] 11348f,[STK2001] 11348f,,,,0
4B 960618,4B 960618|Trigger  5505|[STK2001] 10252a,,,,0
GRB 981203,GRB 981203|GRB 981203A|Trigger  7247|[STK2001] 11150a,,,,0
[STK2001] 11182g,[STK2001] 11182g,,,,0
Fermi bn090706283,GRB 090706|Fermi bn090706283|GRB 090706A,,,,0
[STK2001] 11462c,[STK2001] 11462c,,,,0
[STK2001] 10327f,[STK2001] 10327f,,,,0
[STK2001] 09552a,[STK2001] 09552a,,,,0
Fermi bn120629565,GRB 120629A|Fermi bn120629565,,,,0
[KLK2001] 920107.89,[KLK2001] 920107.89,,,,0
4B 950522B,4B 950522B|Trigger  3590|[STK2001] 09859a,,,,0
GRB 971210B,GRB 971210B|Trigger  6529|[STK2001] 10792i,,,,0
GRB 170728A,GRB 170728A,,,,0
3B 940613,3B 940613|4B 940613|Trigger  3027|[STK2001] 09516g,,,,0
[STK2001] 09688e,[STK2001] 09688e,,,,0
NTB 930417.78,NTB 930417.78,,,,0
[STK2001] 08545c,[STK2001] 08545c,,,,0
[KLK2001] 940917.29,[KLK2001] 940917.29,,,,0
3B 930331C,3B 930331C|4B 930331C|Trigger  2278,,,,0
GRB 150507A,GRB 150507A,,,,0
Fermi bn140428906,GRB 140428B|Fermi bn140428906,,,,0
GRB 031004B,GRB 031004B,,,,0
4B 950118,4B 950118|Trigger  3364|[STK2001] 09735b,,,,0
Granat 1217+066,Granat 1217+066,,,,0
Fermi bn161227498,Fermi bn161227498,,,,0
Fermi bn100225249,GRB 100225B|Fermi bn100225249,,,,0
3B 940428,3B 940428|4B 940428|GRB 940428|Trigger  2952|[STK2001] 09470a,,,,0
[KLK2001] 940813.13,[KLK2001] 940813.13,,,,0
Trigger  7386,Trigger  7386|[STK2001] 11222b,,,,0
3B 930519,3B 930519|4B 930519|Trigger  2347|[STK2001] 09126d,,,,0
[STK2001] 10873b,[STK2001] 10873b,,,,0
Fermi bn171004672,Fermi bn171004672,,,,0
Fermi bn100207721,GRB 100207B|Fermi bn100207721,,,,0
[STK2001] 10267a,[STK2001] 10267a,,,,0
GRB 830116,GRB 830116,,,,0
2B 920619,2B 920619|3B 920619|4B 920619|Trigger  1656|[STK2001] 08792b,,,,0
GRB 190118A,GRB 190118A,,,,0
Fermi bn100911816,GRB 100911|Fermi bn100911816|GRB 100911A,,,,0
[KLK2001] 960415.84,[KLK2001] 960415.84,,,,0
2B 920718B,2B 920718B|3B 920718B|4B 920718B|Trigger  1708|WATCH 920718,,,,0
Fermi bn160227831,GRB 160227B|Fermi bn160227831,,,,0
4B 950317,4B 950317|GRB 950317|Trigger  3472|[STK2001] 09793b,,,,0
[KLK2001] 921111.15,[KLK2001] 921111.15,,,,0
GRB 931013B,GRB 931013B|3B 931013B|4B 931013B|Trigger  2581|[STK2001] 09273a,,,,0
GRB 201021B,GRB 201021B,,,,0
Fermi bn170302719,Fermi bn170302719,,,,0
GRB 080413B,GRB 080413B,1.1014000,,,0
3B 940213,3B 940213|4B 940213|Trigger  2819,,,,0
GRB 940919,GRB 940919|3B 940919|4B 940919|Trigger  3174|[STK2001] 09614a,,,,0
GRB 030723X,GRB 030723X,,,,0
[KLK2001] 960516.73,[KLK2001] 960516.73,,,,0
GRB 971214,GRB 971214|Trigger  6533|XRF 971214|[STK2001] 10796c,3.4180000,,,0
Fermi bn170723677,Fermi bn170723677,,,,0
[STK2001] 10347e,[STK2001] 10347e,,,,0
[STK2001] 09560a,[STK2001] 09560a,,,,0
[KLK2001] 930416.56,[KLK2001] 930416.56,,,,0
Fermi bn120805706,Fermi bn120805706,,,,0
[STK2001] 10993f,[STK2001] 10993f,,,,0
[KLK2001] 941011.15,[KLK2001] 941011.15,,,,0
GRB 980105,GRB 980105|Trigger  6560|[STK2001] 10818a,,,,0
4B 941115,4B 941115|Trigger  3284|[STK2001] 09671a,,,,0
GRB 880725,GRB 880725,,,,0
[STK2001] 09772a,[STK2001] 09772a,,,,0
GRB 931206,GRB 931206,,,,0
Fermi bn170208940,GRB 170208B|Fermi bn170208940,,,,0
GRB 120622A,GRB 120622A,,,,0
[STK2001] 08668a,[STK2001] 08668a,,,,0
GRB 000623,GRB 000623,,,,0
Trigger  7500,Trigger  7500|[STK2001] 11269a,,,,0
GRB 041219,GRB 041219|GRB 041219A|IGR J00245+6251|PBC J0025.0+6248,0.3000000,,,0
GRB 220611A,GRB 220611A,,,,0
Fermi bn120204054,GRB 120204A|Fermi bn120204054,,,,0
GRB 210714A,GRB 210714A|MASTER OT J205357.98-530820.3,,,,0
Fermi bn180305393,GRB 180305A|Fermi bn180305393,,,,0
2B 930128,2B 930128|3B 930128|4B 930128|Trigger  2150,,,,0
4B 960409B,4B 960409B|Trigger  5416|[STK2001] 10182f,,,,0
GRB 220320A,GRB 220320A,,,,0
GRB 180603A,GRB 180603A,,,,0
2B 930302,2B 930302|3B 930302|4B 930302|Trigger  2213|[STK2001] 09048c,,,,0
Fermi bn090713020,GRB 090713|Fermi bn090713020|GRB 090713A,,,,0
[STK2001] 08868a,[STK2001] 08868a,,,,0
4B 960319,4B 960319|GRB 960319|Trigger  5277|[STK2001] 10161b,,,,0
GRB 110928A,GRB 110928A,,,,0
Fermi bn150508945,Fermi bn150508945,,,,0
Trigger  6931,Trigger  6931|[STK2001] 11012c,,,,0
GRB 080519B,GRB 080519B,,,,0
Fermi bn150128791,Fermi bn150128791,,,,0
NTB 931125.86,NTB 931125.86,,,,0
GRB 960623,4B 960623|GRB 960623|Trigger  5512|[STK2001] 10257a,,,,0
GRB 070912A,GRB 070912A,,,,0
GRB 220512A,GRB 220512A,,,,0
GRB 210121A,GRB 210121A,,,,0
GRB 000630,GRB 000630|XRF 000630,1.5000000,,,0
Fermi bn090516137,GRB 090516B|Fermi bn090516137,,,,0
[STK2001] 11158b,[STK2001] 11158b,,,,0
Trigger  7940,Trigger  7940|[STK2001] 11551c,,,,0
[STK2001] 08954f,[STK2001] 08954f,,,,0
[STK2001] 11547a,[STK2001] 11547a,,,,0
GRB 190827A,GRB 190827A,,,,0
[STK2001] 09867a,[STK2001] 09867a,,,,0
Trigger  6096,Trigger  6096|[STK2001] 10498a,,,,0
Fermi bn150809516,Fermi bn150809516,,,,0
3B 930724B,3B 930724B|4B 930724B|Trigger  2461,,,,0
Fermi bn111018785,GRB 111018C|Fermi bn111018785,,,,0
GRB 050430,GRB 050430,,,,0
GRB 210903B,GRB 210903B,,,,0
GRB 190804A,GRB 190804A,,,,0
Fermi bn090819607,GRB 090819|Fermi bn090819607|GRB 090819A,,,,0
Trigger  6445,Trigger  6445|[STK2001] 10744a,,,,0
Fermi bn171025913,Fermi bn171025913,,,,0
GRB 170220A,GRB 170220A,,,,0
GRB 190707A,GRB 190707A,,,,0
GRB 200615A,GRB 200615A,,,,0
[KLK2001] 970726.94,[KLK2001] 970726.94,,,,0
[STK2001] 09226c,[STK2001] 09226c,,,,0
Fermi bn170810918,GRB 170810A|Fermi bn170810918,,,,0
Fermi bn150219522,Fermi bn150219522,,,,0
GRB 190816A,GRB 190816A,,,,0
[STK2001] 08911d,[STK2001] 08911d,,,,0
Fermi bn120624933,GRB 120624B|Fermi bn120624933,2.1974000,,,0
Trigger  6437,Trigger  6437|[STK2001] 10736f,,,,0
GRB 220707A,GRB 220707A,,,,0
GRB 211107A,GRB 211107A,,,,0
GRB 790215,GRB 790215|KONUS 15.02.79,,,,0
GRB 781025,GRB 781025|KONUS 25.10.78|[ABH87] 13,,,,0
Fermi bn120213606,GRB 120213B|Fermi bn120213606,,,,0
GRB 000301,GRB 000301,,,,0
GRB 210903C,GRB 210903C,,,,0
GRB 111229A,GRB 111229A,1.3800000,,,0
GRB 201006A,GRB 201006A,,,,0
Trigger  6951,Trigger  6951|[STK2001] 11021c,,,,0
[STK2001] 10796a,[STK2001] 10796a,,,,0
Fermi bn150908408,Fermi bn150908408,,,,0
NTB 930310.08,NTB 930310.08,,,,0
Fermi bn131102622,Fermi bn131102622,,,,0
GRB 220827A,GRB 220827A,,,,0
GRB 871121,GRB 871121,,,,0
[KLK2001] 920307.70,[KLK2001] 920307.70,,,,0
Fermi bn121229533,Fermi bn121229533,,,,0
GRB 210726A,GRB 210726A,,,,0
2B 920408C,2B 920408C|3B 920408C|4B 920408C|Trigger  1544,,,,0
GRB 140215A,GRB 140215A,,,,0
4B 950223,4B 950223|Trigger  3439|[STK2001] 09771a,,,,0
GRB 060415,GRB 060415,,,,0
Trigger  6334,Trigger  6334|[STK2001] 10674a,,,,0
Fermi bn110522256,GRB 110522A|Fermi bn110522256,,,,0
Fermi bn130215649,Fermi bn130215649,,,,0
Fermi bn120331055,GRB 120331A|Fermi bn120331055,,,,0
GRB 061217,GRB 061217,0.8270000,,,0
4B 950522,4B 950522|GRB 950522|Trigger  3593|[STK2001] 09859d,,,,0
[STK2001] 10615d,[STK2001] 10615d,,,,0
[KLK2001] 970108.63,[KLK2001] 970108.63,,,,0
[STK2001] 08795a,[STK2001] 08795a,,,,0
[KLK2001] 931223.07,[KLK2001] 931223.07,,,,0
GRB 960908,GRB 960908,,,,0
[STK2001] 08993h,[STK2001] 08993h,,,,0
GRB 050219A,GRB 050219A,0.2115000,,,0
GRB 010304,GRB 010304,,,,0
Fermi bn170728961,GRB 170728B|Fermi bn170728961,,,,0
GRB 211207A,GRB 211207A,,,,0
[STK2001] 10876b,[STK2001] 10876b,,,,0
[STK2001] 10939c,[STK2001] 10939c,,,,0
[STK2001] 10999a,[STK2001] 10999a,,,,0
[STK2001] 08655e,[STK2001] 08655e,,,,0
Fermi bn170827818,GRB 170827B|Fermi bn170827818,,,,0
GRB 151205C,GRB 151205C,,,,0
1B 910612,1B 910612|2B 910612|3B 910612|4B 910612|GRB 910612|Trigger   332|[STK2001] 08419e,,,,0
GRB 780630,GRB 780630,,,,0
GRB 200715A,GRB 200715A,,,,0
GRB 041013,GRB 041013,,,,0
3B 940427,3B 940427|4B 940427|Trigger  2951|[STK2001] 09469a,,,,0
[STK2001] 09851c,[STK2001] 09851c,,,,0
[STK2001] 10993a,[STK2001] 10993a,,,,0
4B 940928,4B 940928|Trigger  3200,,,,0
4B 941014,4B 941014|Trigger  3241|[STK2001] 09639b,,,10.5,0
[KLK2001] 940908.87,[KLK2001] 940908.87,,,,0
Fermi bn170112970,GRB 170112B|Fermi bn170112970,,,,0
GRB 080918,GRB 080918,,,,0
[STK2001] 11532c,[STK2001] 11532c,,,,0
Fermi bn200122221,Fermi bn200122221,,,,0
[KLK2001] 940930.57,[KLK2001] 940930.57,,,,0
[STK2001] 10372c,[STK2001] 10372c,,,,0
GRB 790509,GRB 790509|[ABH87] 49,,,,0
3B 940306,3B 940306|4B 940306|Trigger  2863|[STK2001] 09417a,,,,0
[STK2001] 09858a,[STK2001] 09858a,,,,0
GRB 881021,GRB 881021,,,,0
3B 940128B,3B 940128B|4B 940128B|Trigger  2788|[STK2001] 09380b,,,,0
3B 930902,3B 930902|4B 930902|Trigger  2509|[STK2001] 09232b,,,,0
GRB 220518A,GRB 220518A,,,,0
GRB 190531A,GRB 190531A,,,,0
[STK2001] 10804e,[STK2001] 10804e,,,,0
GRB 040810,GRB 040810,,,,0
4B 960219,4B 960219|Trigger  4939|[STK2001] 10132d,,,,0
Fermi bn140319964,Fermi bn140319964,,,,0
4B 960516,4B 960516|Trigger  5464|[STK2001] 10219f,,,,0
[STK2001] 10400c,[STK2001] 10400c,,,,0
[STK2001] 10402e,[STK2001] 10402e,,,,0
Fermi bn171023097,Fermi bn171023097,,,,0
[KLK2001] 960408.12,[KLK2001] 960408.12,,,,0
Fermi bn140824606,Fermi bn140824606,,,,0
Fermi bn130213905,Fermi bn130213905,,,,0
4B 960304,4B 960304|Trigger  5123,,,,0
[STK2001] 10552c,[STK2001] 10552c,,,,0
Trigger  6149,Trigger  6149|[STK2001] 10538b,,,,0
[STK2001] 10474a,[STK2001] 10474a,,,,0
GRB 190610C,GRB 190610C,,,,0
[KLK2001] 930309.60,[KLK2001] 930309.60,,,,0
GRB 191009A,GRB 191009A,,,,0
[STK2001] 09373a,[STK2001] 09373a,,,,0
GRB 140509B,GRB 140509B,,,,0
Trigger  6632,Trigger  6632|[STK2001] 10881a,,,,0
GRB 030110,GRB 030110,,,,0
Fermi bn180701469,GRB 180701A|Fermi bn180701469,,,,0
GRB 990419C,GRB 990419C,,,,0
Fermi bn080912360,GRB 080912|Fermi bn080912360|GRB 080912A,,,,0
[STK2001] 10999b,[STK2001] 10999b,,,,0
1B 920210B,1B 920210B|2B 920210B|3B 920210B|4B 920210B|Trigger  1388|[STK2001] 08662d,,,,0
GRB 030513,GRB 030513,,,,0
[STK2001] 11676c,[STK2001] 11676c,,,,0
Fermi bn110307972,GRB 110307A|Fermi bn110307972,,,,0
Fermi bn100706693,GRB 100706A|Fermi bn100706693,,,,0
GRB 991004D,GRB 991004D|GRB 991004B|Trigger  7788|[STK2001] 11455f,,,,0
GRB 050713B,GRB 050713B,,,,0
Fermi bn100421917,GRB 100421A|Fermi bn100421917,,,,0
Fermi bn141111435,Fermi bn141111435,,,,0
3B 930731B,3B 930731B|4B 930731B|Trigger  2475,,,,0
4B 960415B,4B 960415B|Trigger  5425,,,,0
GRB 170309A,GRB 170309A,,,,0
[STK2001] 10105a,[STK2001] 10105a,,,,0
2B 930124,2B 930124|3B 930124|4B 930124|Trigger  2145,,,,0
GRB 110915A,GRB 110915A,,,,0
GRB 110518A,GRB 110518A,,,,0
GRB 210520A,GRB 210520A,,,,0
GRB 201001A,GRB 201001A,,,,0
GRB 110915B,GRB 110915B,,,,0
NTB 930701.62,NTB 930701.62,,,,0
GRB 970627,GRB 970627|GRB 970627A|Trigger  6279|[STK2001] 10626a,,,,0
GRB 050922A,GRB 050922A,,,,0
GRB 201213A,GRB 201213A,,,,0
Fermi bn140320092,GRB 140320A|Fermi bn140320092,,,,0
Fermi bn140729026,GRB 140729A|Fermi bn140729026,,,,0
[KLK2001] 960929.57,[KLK2001] 960929.57,,,,0
3B 930701,3B 930701|4B 930701|Trigger  2423|[STK2001] 09169a,,,,0
2B 920808,2B 920808|3B 920808|4B 920808|Trigger  1760|[STK2001] 08842a,,,,0
GRB 200103A,GRB 200103A,,,,0
KONUS 24.02.2,KONUS 24.02.2,,,,0
[STK2001] 09076b,[STK2001] 09076b,,,,0
[STK2001] 11497d,[STK2001] 11497d,,,,0
GRB 190408A,GRB 190408A,,,,0
[KLK2001] 921228.60,[KLK2001] 921228.60,,,,0
GRB 211225A,GRB 211225A,,,,0
GRB 111126A,GRB 111126A,,,,0
1B 910712,1B 910712|2B 910712|3B 910712|4B 910712|Trigger   516|[STK2001] 08449a,,,,0
[STK2001] 10594e,[STK2001] 10594e,,,,0
GRB 970930,GRB 970930|Trigger  6404|[STK2001] 10721a,,,,0
[STK2001] 08920c,[STK2001] 08920c,,,,0
GRB 080513,GRB 080513,,,,0
[STK2001] 09344a,[STK2001] 09344a,,,,0
GRB 170829A,GRB 170829A,,,,0
Trigger  6244,Trigger  6244|[STK2001] 10598b,,,,0
GRB 791124,GRB 791124|[ABH87] 74,,,,0
Fermi bn180113418,GRB 180113C|Fermi bn180113418,,,,0
Fermi bn081206987,GRB 081206C|Fermi bn081206987,,,,0
Fermi bn160925221,Fermi bn160925221,,,,0
GRB 030903,GRB 030903,,,,0
4B 950304,4B 950304|Trigger  3453,,,,0
Fermi bn141118678,Fermi bn141118678,,,,0
Fermi bn101101899,GRB 101101B|Fermi bn101101899,,,,0
GRB 211216B,GRB 211216B,,,,0
3B 930828,3B 930828|4B 930828|Trigger  2505|[STK2001] 09227a,,,,0
GRB 020813A,GRB 020813A|GRB 020813|HETE Trigger  2262|XRF 020813,1.2540000,,,0
[STK2001] 11655a,[STK2001] 11655a,,,,0
GRB 081110C,GRB 081110C,,,,0
[STK2001] 09225b,[STK2001] 09225b,,,,0
GRB 201218B,GRB 201218B,,,,0
[KLK2001] 940916.33,[KLK2001] 940916.33,,,,0
GRB 190502A,GRB 190502A,,,,0
GRB 010707,GRB 010707,,,,0
GRB 880205,GRB 880205,,,,0
[STK2001] 09708c,[STK2001] 09708c,,,,0
GRB 961002,GRB 961002,,,,0
Fermi bn121216419,Fermi bn121216419,,,,0
[STK2001] 11621a,[STK2001] 11621a,,,,0
GRB 220117B,GRB 220117B,,,,0
[STK2001] 08567a,[STK2001] 08567a,,,,0
GRB 080710,GRB 080710,0.8454000,,,0
Trigger  6550,Trigger  6550|[STK2001] 10811a,,,,0
GRB 110906A,GRB 110906A,,,,0
Trigger  7563,Trigger  7563|[STK2001] 11311d,,,,0
GRB 001105,GRB 001105,,,,0
GRB 220306A,GRB 220306A,,,,0
GRB 130102B,GRB 130102B,,,,0
[STK2001] 11447c,[STK2001] 11447c,,,,0
GRB 130627B,GRB 130627B,,,,0
[STK2001] 11536b,[STK2001] 11536b,,,,0
Fermi bn160308709,Fermi bn160308709,,,,0
3B 940209,3B 940209|4B 940209|Trigger  2810|[STK2001] 09392e,,,,0
Fermi bn170723882,Fermi bn170723882,,,,0
Trigger  7270,Trigger  7270|[STK2001] 11166b,,,,0
Fermi bn180420107,Fermi bn180420107,,,,0
GRB 120722A,GRB 120722A,0.9586000,,,0
[STK2001] 10764a,[STK2001] 10764a,,,,0
4B 960730B,4B 960730B|Trigger  5555|[STK2001] 10294e,,,,0
GRB 080903,GRB 080903,,,,0
Trigger  6317,Trigger  6317|[STK2001] 10654a,,,,0
Fermi bn090612619,GRB 090612|Fermi bn090612619|GRB 090612A,,,,0
2B 930104,2B 930104|3B 930104|4B 930104|Trigger  2118,,,,0
3B 931024,3B 931024|4B 931024|Trigger  2603|[STK2001] 09284a,,,,0
Trigger  7533,Trigger  7533|[STK2001] 11294a,,,,0
GRB 160216A,GRB 160216A,,,,0
[KLK2001] 970310.04,[KLK2001] 970310.04,,,,0
4B 960206B,4B 960206B|Trigger  4761,,,,0
Fermi bn091103912,GRB 091103|Fermi bn091103912|GRB 091103A,,,,0
[STK2001] 11262b,[STK2001] 11262b,,,,0
GRB 190613B,GRB 190613B,,,,0
Fermi bn160605847,Fermi bn160605847,,,,0
GRB 880215,GRB 880215,,,,0
2B 920715,2B 920715|3B 920715|4B 920715|Trigger  1701|[STK2001] 08818a,,,,0
[STK2001] 10774d,[STK2001] 10774d,,,,0
Fermi bn170110967,Fermi bn170110967,,,,0
GRB 970111B,GRB 970111B,,,,0
Trigger  7432,Trigger  7432|[STK2001] 11236d,,,,0
GRB 790626,GRB 790626|[ABH87] 56,,,,0
GRB 190804C,GRB 190804C,,,,0
4B 960608B,4B 960608B|Trigger  5491|[STK2001] 10242e,,,,0
2B 920813,2B 920813|3B 920813|4B 920813|Trigger  1807|[STK2001] 08847a,,,,0
[STK2001] 11581c,[STK2001] 11581c,,,,0
GRB 980720,GRB 980720|Trigger  6934,,,,0
GRB 070821,GRB 070821,,,,0
GRB 150317A,GRB 150317A,,,,0
GRB 111111A,GRB 111111A,,,,0
[STK2001] 10257e,[STK2001] 10257e,,,,0
[KLK2001] 930106.60,[KLK2001] 930106.60,,,,0
[STK2001] 08667e,[STK2001] 08667e,,,,0
GRB 071112B,GRB 071112B,,,,0
[KLK2001] 971027.82,[KLK2001] 971027.82,,,,0
GRB 080101A,GRB 080101A,,,,0
[STK2001] 11581e,[STK2001] 11581e,,,,0
GRB 200903B,GRB 200903B,,,,0
GRB 081016A,GRB 081016A,,,,0
Fermi bn081101491,GRB 081101|Fermi bn081101491|GRB 081101A|NAME Sgr J0623-0006,,,,0
GRB 070521,GRB 070521,1.3500000,,,0
Fermi bn140302342,GRB 140302A|Fermi bn140302342,,,,0
GRB 021102,GRB 021102,,,,0
4B 941127,4B 941127|Trigger  3303|[STK2001] 09683d,,,,0
GRB 191008A,GRB 191008A,,,,0
Fermi bn180219482,Fermi bn180219482,,,,0
1B 911202B,1B 911202B|2B 911202B|3B 911202B|4B 911202B|Trigger  1142,,,,0
Fermi bn120105584,GRB 120105A|Fermi bn120105584,,,,0
GRB 970629A,GRB 970629A,,,,0
1B 910713,1B 910713|2B 910713|3B 910713|4B 910713|Trigger   526,,,,0
GRB 020705,GRB 020705,,,,0
GRB 980325,GRB 980325|Trigger  6657|[STK2001] 10897a,,,,0
[KLK2001] 921122.28,[KLK2001] 921122.28,,,,0
Fermi bn170705200,Fermi bn170705200,,,,0
GRB 170205A,GRB 170205A,,,,0
GRB 030306,GRB 030306,,,,0
[KLK2001] 911225.65,[KLK2001] 911225.65,,,,0
[KLK2001] 950930.77,[KLK2001] 950930.77,,,,0
GRB 100606A,GRB 100606A,1.5545000,,,0
GRB 220618A,GRB 220618A,,,,0
[STK2001] 09291d,[STK2001] 09291d,,,,0
[STK2001] 08383b,[STK2001] 08383b,,,,0
GRB 220412B,GRB 220412B,,,,0
GRB 050509B,GRB 050509B,0.2250000,,,0
Fermi bn120415076,GRB 120415A|Fermi bn120415076,,,,0
GRB 200907A,GRB 200907A,,,,0
GRB 880828A,GRB 880828A,,,,0
GRB 140626A,GRB 140626A,,,,0
3B 940128,3B 940128|4B 940128|GRB 940128|Trigger  2790|[STK2001] 09380c,,,,0
GRB 031120,GRB 031120,,,,0
Fermi bn081113230,GRB 081113|Fermi bn081113230|GRB 081113A,,,,0
Fermi bn170705244,Fermi bn170705244,,,,0
1B 910809,1B 910809|2B 910809|3B 910809|4B 910809|BSAS 910809 70547|GRB 910809|Trigger   660|[STK2001] 08477f,,,,0
GRB 060922,GRB 060922,,,,0
GRB 000203C,GRB 000203C,,,,0
Fermi bn170803172,Fermi bn170803172,,,,0
[KLK2001] 940622.64,[KLK2001] 940622.64,,,,0
[STK2001] 10237b,[STK2001] 10237b,,,,0
GRB 990527,GRB 990527|Trigger  7586,,,,0
GRB 160203A,GRB 160203A,3.5180000,,,0
Fermi bn150904479,Fermi bn150904479,,,,0
GRB 950830,GRB 950830,,,,0
GRB 220211A,GRB 220211A,,,,0
[KLK2001] 960315.87,[KLK2001] 960315.87,,,,0
GRB 080109,GRB 080109|GRB 080109A,,,,0
GRB 060928,GRB 060928,,,,0
3B 940421,3B 940421|4B 940421|Trigger  2941,,,,0
GRB 881203C,GRB 881203C,,,,0
GRB 221206C,GRB 221206C,,,,0
GRB 191225A,GRB 191225A,,,,0
GRB 190619B,GRB 190619B,,,,0
Trigger  5867,Trigger  5867|[STK2001] 10467b,,,,0
GRB 670702,GRB 670702,,,,0
Trigger  6674,Trigger  6674|[STK2001] 10904c,,,,0
GRB 071025,GRB 071025A|GRB 071025,5.2000000,,,0
GRB 970803,GRB 970803,,,,0
Fermi bn151228949,GRB 151228B|Fermi bn151228949,,,,0
GRB 071001,GRB 071001,,,,0
3B 940821,3B 940821|4B 940821|Trigger  3131|[STK2001] 09585d,,,,0
[STK2001] 08643a,[STK2001] 08643a,,,,0
GRB 080318,GRB 080318,,,,0
GRB 020706,GRB 020706,,,,0
2B 930217,2B 930217|3B 930217|4B 930217|Trigger  2197|[STK2001] 09035c,,,,0
GRB 050717,GRB 050717,,,,0
GRB 030726,GRB 030726,,,,0
[STK2001] 09920a,[STK2001] 09920a,,,,0
GRB 211227A,GRB 211227A,,,,0
GRB 990302,GRB 990302|Trigger  7440|[STK2001] 11239a,,,,0
Fermi bn130609902,GRB 130609B|Fermi bn130609902,1.3000000,,,0
GRB 050403,GRB 050403,,,,0
Fermi bn100413732,GRB 100413A|Fermi bn100413732,3.9000000,,,0
Fermi bn110227420,GRB 110227C|Fermi bn110227420,,,,0
Fermi bn180622273,Fermi bn180622273,,,,0
[STK2001] 11232c,[STK2001] 11232c,,,,0
Fermi bn140429975,Fermi bn140429975,,,,0
PhebusB 951011b,PhebusB 951011b,,,,0
[KLK2001] 951231.35,[KLK2001] 951231.35,,,,0
Trigger  7358,Trigger  7358|[STK2001] 11206f,,,,0
[STK2001] 11073c,[STK2001] 11073c,,,,0
GRB 181002A,GRB 181002A,,,,0
GRB 210521A,GRB 210521A,,,,0
Fermi bn100504806,GRB 100504A|Fermi bn100504806,,,,0
GRB 070517,GRB 070517,,,,0
Fermi bn090303542,Fermi bn090303542,,,,0
Trigger  6233,Trigger  6233|[STK2001] 10584c,,,,0
GRB 790327B,GRB 790327B|KONUS 27.03.79b|[ABH87] 38,,,,0
Fermi bn150203545,Fermi bn150203545,,,,0
GRB 220525B,GRB 220525B,,,,0
GRB 180314B,GRB 180314B,,,,0
GRB 050530,GRB 050530,,,,0
GRB 771029,GRB 771029,,,,0
[KLK2001] 941119.05,[KLK2001] 941119.05,,,,0
GRB 961119,GRB 961119|[KLK2001] 961119.44,,,,0
Fermi bn081224887,GRB 081224A|Fermi bn081224887,,,,0
GRB 211211B,GRB 211211B,,,,0
Fermi bn090522344,GRB 090522|Fermi bn090522344|GRB 090522A,,,,0
[STK2001] 10651a,[STK2001] 10651a,,,,0
4B 960818,4B 960818|Trigger  5580,,,,0
[STK2001] 10359b,[STK2001] 10359b,,,,0
Fermi bn110311812,GRB 110311A|Fermi bn110311812,,,,0
Fermi bn090623913,GRB 090623B|Fermi bn090623913,,,,0
GRB 980310A,GRB 980310A|Trigger  6634,,,,0
GRB 220412A,GRB 220412A,,,,0
[STK2001] 11639a,[STK2001] 11639a,,,,0
Fermi bn080803772,GRB 080803A|Fermi bn080803772,,,,0
GRB 951014A,GRB 951014A,,,,0
[STK2001] 09976d,[STK2001] 09976d,,,,0
3B 940214D,3B 940214D|4B 940214D|Trigger  2821|[STK2001] 09397a,,,,0
4B 950221B,4B 950221B|Trigger  3437,,,,0
GRB 170604A,GRB 170604A,1.3290000,,,0
